Date,Temperature,Humidity,Pressure,Wind_Speed,Rainfall,CO2_Level,Visibility,Cloud_Cover
2020-11-26,14.79,35.81,1016.97,18.35,0.33,412.86,7.68,48.5
2020-11-27,14.19,42.91,1008.75,10.67,0.24,412.72,8.53,67.01
2020-11-28,15.52,69.52,1018.7,14.19,0.52,412.02,8.95,84.99
2020-11-29,13.99,47.05,1007.82,13.37,1.47,410.52,6.46,49.69
2020-11-30,20.58,59.7,1010.09,18.11,0.02,413.33,10.0,59.54
2020-12-01,14.64,45.42,1012.15,28.09,0.3,413.12,2.74,79.6
2020-12-02,18.82,51.14,1015.99,19.23,0.51,412.38,5.58,40.39
2020-12-03,14.43,61.25,1011.11,31.66,0.11,411.87,7.29,80.2
2020-12-04,8.88,67.16,1010.97,19.09,0.02,413.12,7.33,15.45
2020-12-05,14.13,60.07,1007.74,0.0,0.09,411.71,5.43,94.98
2020-12-06,18.12,49.45,1016.36,11.64,0.1,412.61,8.01,65.66
2020-12-07,11.79,37.26,1009.27,9.71,0.14,411.88,8.72,50.48
2020-12-08,11.3,48.77,1015.71,13.24,0.69,411.86,9.63,55.26
2020-12-09,14.96,77.94,1007.72,12.17,0.55,413.15,3.74,16.61
2020-12-10,21.82,48.15,1016.65,28.59,0.54,410.19,6.02,83.2
2020-12-11,12.47,57.64,1012.14,20.11,0.65,413.55,6.93,69.27
2020-12-12,15.51,35.51,997.4,16.68,0.14,412.24,7.06,67.25
2020-12-13,18.61,61.15,1014.37,7.01,0.02,411.28,6.98,38.05
2020-12-14,11.97,74.32,1007.58,15.06,0.1,411.7,10.0,75.58
2020-12-15,20.25,58.8,1018.84,9.21,0.28,414.69,6.53,11.99
2020-12-16,18.16,57.47,1015.51,12.28,0.45,411.62,7.82,43.08
2020-12-17,15.64,60.15,1012.06,14.17,0.01,412.99,6.35,90.5
2020-12-18,13.45,54.21,1016.84,15.61,1.19,411.12,8.32,94.16
2020-12-19,18.42,57.17,1010.45,0.0,0.04,411.56,4.63,47.88
2020-12-20,15.82,76.51,1010.72,14.6,0.67,411.25,7.66,73.81
2020-12-21,12.87,60.58,1009.3,21.92,1.36,413.45,8.65,42.59
2020-12-22,10.93,70.59,1015.91,12.44,0.87,413.04,1.33,83.98
2020-12-23,17.61,40.17,1009.96,27.55,0.5,413.57,9.02,7.96
2020-12-24,14.45,56.87,1004.9,12.8,0.69,413.37,6.89,26.94
2020-12-25,15.38,43.5,1010.56,3.51,0.76,411.77,8.45,54.09
2020-12-26,17.61,59.01,1001.06,24.44,0.33,414.57,4.36,50.5
2020-12-27,15.94,72.42,1014.8,11.01,1.35,412.35,8.02,51.41
2020-12-28,12.06,53.55,1009.31,1.27,0.79,411.13,4.46,45.79
2020-12-29,15.66,42.19,1014.66,6.62,0.42,412.79,7.28,36.41
2020-12-30,14.36,66.29,1011.43,13.7,0.29,412.47,7.12,34.9
2020-12-31,14.49,39.49,1017.87,17.39,0.54,413.78,6.47,4.92
2021-01-01,16.62,61.63,1011.27,13.93,0.84,415.14,7.9,43.46
2021-01-02,17.53,41.64,1010.83,28.78,0.15,415.57,4.93,42.0
2021-01-03,8.68,47.35,1007.47,15.81,0.01,415.33,9.05,45.24
2021-01-04,14.22,58.56,1015.9,26.3,0.42,413.75,8.05,100.0
2021-01-05,16.83,62.87,1012.72,18.92,0.04,415.75,6.96,25.59
2021-01-06,15.9,49.73,1019.95,4.15,0.07,413.34,5.98,74.16
2021-01-07,14.06,43.35,1014.29,10.31,2.27,414.81,7.21,42.03
2021-01-08,18.02,61.95,1014.03,2.01,0.33,414.61,7.37,35.63
2021-01-09,14.35,55.24,1016.01,3.71,0.99,415.36,7.06,67.45
2021-01-10,12.56,56.58,1015.29,31.79,1.44,416.6,5.29,100.0
2021-01-11,9.15,60.47,1004.51,29.81,1.41,414.74,6.43,47.35
2021-01-12,25.69,61.52,1015.55,9.81,2.1,415.38,8.39,97.82
2021-01-13,9.94,63.76,1018.96,14.0,0.43,412.66,9.21,86.05
2021-01-14,17.19,56.36,1000.82,20.47,0.44,414.86,5.31,95.86
2021-01-15,18.4,58.61,1011.6,29.89,0.01,414.05,7.32,84.05
2021-01-16,15.97,64.24,1007.48,21.56,0.03,415.67,10.0,7.05
2021-01-17,13.15,72.39,1007.47,3.35,0.3,416.87,8.44,36.37
2021-01-18,25.62,56.15,1008.39,10.48,0.04,414.11,8.26,27.33
2021-01-19,21.64,57.42,1000.69,8.69,0.19,414.74,9.49,80.7
2021-01-20,16.01,48.81,1010.17,10.2,0.01,414.84,7.44,31.25
2021-01-21,14.32,70.42,1008.52,4.12,0.62,416.23,3.76,59.52
2021-01-22,14.74,70.61,1000.98,26.14,0.16,415.98,7.55,15.23
2021-01-23,15.84,66.28,1004.55,20.71,0.23,414.77,4.2,11.99
2021-01-24,18.74,78.1,1005.14,23.65,0.85,412.5,7.63,100.0
2021-01-25,17.38,48.45,1009.63,13.53,0.34,413.9,10.0,27.47
2021-01-26,19.1,67.79,1019.29,18.25,0.06,413.35,4.92,77.22
2021-01-27,18.32,64.98,1015.43,19.05,0.89,416.99,8.29,52.05
2021-01-28,12.54,60.66,1016.36,16.33,0.91,415.25,5.21,35.83
2021-01-29,20.44,77.04,1009.61,13.74,0.35,414.46,10.0,61.04
2021-01-30,21.7,54.07,1019.22,32.85,0.51,414.65,6.59,42.7
2021-01-31,16.92,82.57,1013.0,22.77,0.22,415.68,3.67,12.63
2021-02-01,18.66,70.72,1009.42,21.48,0.88,415.26,7.24,93.36
2021-02-02,15.44,92.84,1010.03,4.28,0.35,414.78,9.74,53.15
2021-02-03,21.04,83.29,1014.69,10.26,0.35,414.89,6.24,20.88
2021-02-04,19.03,74.26,1006.99,18.63,0.61,415.23,5.0,90.58
2021-02-05,24.7,75.55,1020.95,10.45,0.37,415.5,8.51,73.47
2021-02-06,15.19,74.96,1006.82,12.72,0.55,415.64,7.94,20.74
2021-02-07,15.64,65.86,1008.29,10.62,1.16,413.56,5.84,2.31
2021-02-08,17.47,83.44,1012.06,5.58,0.59,415.23,10.0,54.86
2021-02-09,18.8,82.35,1014.25,18.19,0.34,413.36,8.94,47.23
2021-02-10,18.51,67.44,1013.77,14.65,0.2,414.59,3.73,39.38
2021-02-11,21.02,64.33,1005.87,15.55,0.19,414.29,7.31,64.72
2021-02-12,21.84,81.77,1017.85,12.77,0.51,417.05,7.22,39.59
2021-02-13,19.8,89.07,1006.27,8.11,0.51,415.75,7.78,79.6
2021-02-14,17.86,83.95,1013.8,29.13,0.43,417.79,7.1,68.06
2021-02-15,18.98,98.11,1013.9,12.82,0.69,413.87,4.81,41.47
2021-02-16,21.82,81.1,1013.71,8.32,0.58,416.74,4.44,27.61
2021-02-17,16.36,88.07,1020.74,17.56,0.39,413.7,5.69,30.86
2021-02-18,20.23,73.58,1016.86,15.27,1.34,415.3,6.67,28.22
2021-02-19,20.88,82.55,1007.28,15.7,0.0,415.71,7.46,65.61
2021-02-20,17.51,77.19,1009.34,19.08,0.18,414.27,10.0,28.48
2021-02-21,22.57,68.34,1018.2,4.88,0.09,414.24,7.77,11.63
2021-02-22,19.76,67.36,1017.42,18.7,0.05,413.77,10.0,30.55
2021-02-23,24.79,91.01,1008.92,3.36,0.05,415.03,10.0,24.9
2021-02-24,23.93,64.52,1006.8,15.23,0.37,415.02,6.03,48.85
2021-02-25,21.54,83.26,1015.95,13.24,0.01,416.33,10.0,40.92
2021-02-26,17.44,89.53,1017.33,11.09,0.15,414.38,8.45,61.21
2021-02-27,21.43,67.63,1013.46,2.48,0.15,413.06,8.78,17.13
2021-02-28,16.75,73.36,1021.56,20.69,0.05,413.08,6.24,16.99
2021-03-01,23.24,74.54,1012.21,5.32,0.47,414.07,10.0,54.87
2021-03-02,25.55,70.08,1012.49,25.53,0.48,414.86,6.95,81.96
2021-03-03,25.8,66.75,1009.63,22.66,0.34,413.2,3.83,37.24
2021-03-04,21.58,62.93,1018.11,4.89,0.0,413.63,10.0,96.69
2021-03-05,19.39,93.66,1011.0,16.03,0.03,417.16,3.28,37.4
2021-03-06,24.73,61.94,1008.36,6.31,0.35,414.69,6.47,84.25
2021-03-07,26.81,77.82,1012.56,30.04,0.15,415.19,8.93,31.88
2021-03-08,20.75,73.72,1019.42,23.35,0.27,414.98,5.74,51.31
2021-03-09,21.28,82.02,1011.92,7.49,0.52,414.15,8.12,66.47
2021-03-10,22.38,82.26,1015.48,18.14,0.73,414.6,3.61,75.17
2021-03-11,22.18,75.1,1026.19,17.41,0.22,412.77,6.2,68.97
2021-03-12,24.86,74.92,1007.51,17.75,0.65,414.01,6.68,57.71
2021-03-13,22.43,80.31,1013.37,22.75,0.55,414.72,7.53,30.64
2021-03-14,23.24,100.0,1009.16,14.38,1.13,414.54,4.58,51.42
2021-03-15,24.91,80.98,1017.6,23.15,0.11,415.67,4.96,42.03
2021-03-16,20.37,85.92,1016.33,26.44,0.91,414.77,4.62,66.97
2021-03-17,22.12,67.97,1011.27,10.31,0.12,415.88,6.81,57.67
2021-03-18,23.43,73.24,1014.43,16.01,0.23,415.78,5.38,71.42
2021-03-19,25.05,79.77,1012.07,24.7,0.51,415.69,4.83,46.2
2021-03-20,30.07,71.38,1024.02,14.96,0.92,415.98,6.22,82.65
2021-03-21,24.13,65.5,1010.42,19.95,0.37,414.46,9.25,17.93
2021-03-22,27.92,81.47,1011.82,12.76,0.97,414.51,7.28,48.87
2021-03-23,23.17,78.61,1012.28,13.68,1.61,415.97,8.25,8.65
2021-03-24,23.01,78.64,1005.08,31.72,0.15,415.82,2.85,44.12
2021-03-25,32.73,64.4,1003.09,3.01,0.66,415.91,8.01,65.61
2021-03-26,22.18,61.8,1018.91,0.0,0.08,414.85,6.48,45.3
2021-03-27,29.99,92.66,1012.14,23.79,0.44,415.03,7.86,43.59
2021-03-28,22.79,92.52,1014.68,4.86,0.34,415.44,8.69,68.87
2021-03-29,21.15,79.93,1005.05,9.68,0.66,414.33,5.95,4.16
2021-03-30,27.92,71.2,1014.48,4.67,0.0,415.92,6.27,62.61
2021-03-31,28.88,93.37,1012.59,17.45,0.57,414.85,5.72,51.12
2021-04-01,29.08,73.48,1011.18,22.73,0.23,416.36,7.98,44.27
2021-04-02,24.24,71.78,1019.51,16.1,0.05,415.57,5.28,14.58
2021-04-03,22.81,77.83,1007.92,0.0,0.23,414.64,7.27,41.84
2021-04-04,23.95,77.17,1015.53,19.22,0.33,415.96,4.21,25.64
2021-04-05,25.81,75.56,1010.02,15.27,0.23,415.74,6.45,74.25
2021-04-06,25.02,73.74,1005.47,6.97,0.57,415.62,3.64,66.43
2021-04-07,28.07,95.03,1007.34,10.49,0.03,414.63,5.3,37.93
2021-04-08,30.24,73.23,1013.19,12.48,0.24,417.86,7.6,21.61
2021-04-09,25.71,85.95,1014.93,12.73,0.4,415.75,5.23,41.69
2021-04-10,31.08,100.0,1011.86,3.74,0.8,414.15,7.38,95.52
2021-04-11,30.43,85.11,1019.11,18.78,0.57,414.22,6.87,41.05
2021-04-12,32.98,67.56,1015.19,4.04,1.22,413.73,10.0,39.59
2021-04-13,31.27,80.09,1014.04,19.55,0.01,414.3,4.55,85.62
2021-04-14,34.27,88.34,1009.19,12.55,0.04,415.59,10.0,51.71
2021-04-15,34.87,60.87,1005.93,22.16,0.94,413.26,6.32,48.97
2021-04-16,29.99,71.33,1015.89,18.68,0.48,414.78,7.14,62.09
2021-04-17,31.74,88.05,1007.93,10.77,0.21,414.51,7.56,0.0
2021-04-18,24.98,77.4,1013.41,12.05,0.25,415.74,6.19,65.41
2021-04-19,31.66,68.06,1012.93,7.16,0.29,415.65,6.78,77.8
2021-04-20,32.59,92.99,1011.49,25.77,0.77,415.7,6.88,0.0
2021-04-21,27.42,84.68,1015.58,4.64,0.32,415.22,10.0,38.26
2021-04-22,31.31,90.3,1009.96,6.94,0.17,414.35,7.09,59.36
2021-04-23,29.75,74.96,1010.48,23.38,0.72,412.15,9.86,43.5
2021-04-24,28.48,81.18,1011.92,5.58,0.25,415.51,10.0,21.47
2021-04-25,30.1,82.37,1005.74,19.17,0.09,412.32,8.83,60.54
2021-04-26,31.23,61.2,1008.95,16.5,0.47,415.92,8.37,68.08
2021-04-27,36.48,89.33,1012.21,14.99,1.34,415.6,9.18,100.0
2021-04-28,27.37,75.66,1001.11,16.54,0.3,413.91,6.72,87.87
2021-04-29,33.05,80.09,1007.32,8.4,0.01,414.25,6.21,30.94
2021-04-30,29.67,73.66,1014.91,4.5,0.03,414.69,3.81,50.86
2021-05-01,31.74,61.64,1010.04,19.78,0.27,413.86,8.11,26.59
2021-05-02,35.54,79.27,1014.29,12.24,0.56,415.35,5.63,66.29
2021-05-03,32.09,80.86,1008.27,18.73,0.2,414.88,8.67,34.24
2021-05-04,35.06,49.83,1009.4,7.61,0.29,415.11,6.81,37.51
2021-05-05,33.34,89.87,1019.42,16.15,1.35,414.92,8.87,69.42
2021-05-06,32.81,67.55,1009.74,10.6,0.83,414.9,4.78,18.74
2021-05-07,33.47,69.04,1004.12,6.11,1.79,414.03,7.95,32.43
2021-05-08,32.24,80.79,1015.6,6.36,0.62,413.88,9.33,47.98
2021-05-09,35.47,74.29,1018.93,5.72,0.28,414.74,6.17,50.81
2021-05-10,37.57,72.81,1018.36,26.43,1.2,415.04,6.31,55.25
2021-05-11,37.67,67.19,1010.99,14.4,1.05,416.0,10.0,71.5
2021-05-12,35.11,86.14,1014.67,0.0,0.81,413.62,3.88,56.36
2021-05-13,31.4,57.88,1005.1,11.24,0.45,415.19,8.23,62.74
2021-05-14,36.05,78.14,1027.68,6.78,1.26,414.88,8.84,32.16
2021-05-15,29.2,59.47,1009.02,20.28,0.04,414.58,5.09,62.96
2021-05-16,32.3,72.56,1017.47,8.87,1.08,414.8,3.99,76.76
2021-05-17,33.66,74.91,1021.0,22.27,0.0,415.45,8.64,45.11
2021-05-18,34.9,90.54,1002.38,18.31,0.37,414.05,10.0,67.97
2021-05-19,35.38,71.95,1007.05,28.42,0.14,414.18,8.74,58.1
2021-05-20,36.66,71.72,1019.01,15.07,0.01,413.48,8.43,39.44
2021-05-21,36.39,84.28,1018.99,2.03,0.83,414.3,6.6,84.98
2021-05-22,38.98,88.57,1011.59,24.85,0.16,415.26,3.59,0.0
2021-05-23,29.16,75.17,1010.58,10.04,0.27,414.41,7.88,14.16
2021-05-24,32.01,51.24,1005.88,16.43,0.08,414.83,9.0,38.34
2021-05-25,34.33,100.0,1012.44,29.13,0.1,415.5,8.5,35.06
2021-05-26,30.18,71.63,1012.14,11.51,0.08,415.29,10.0,37.88
2021-05-27,36.13,55.2,1018.3,1.23,0.05,415.8,5.73,35.87
2021-05-28,40.42,62.68,1025.21,18.5,1.65,414.21,10.0,68.52
2021-05-29,35.26,65.77,1017.76,8.7,0.35,414.13,7.04,92.34
2021-05-30,35.39,67.69,1009.91,22.19,0.55,415.95,6.64,52.23
2021-05-31,38.63,77.35,1014.76,0.0,0.7,414.95,5.95,16.94
2021-06-01,36.28,76.69,1006.25,11.36,0.88,414.17,5.89,28.47
2021-06-02,37.65,47.75,1008.59,14.62,0.17,415.21,7.36,29.63
2021-06-03,30.73,87.48,1009.83,14.23,1.45,413.81,7.03,55.77
2021-06-04,32.69,62.88,1009.19,11.71,0.79,415.54,6.92,13.14
2021-06-05,38.1,69.36,1015.11,11.27,3.14,414.73,5.04,36.79
2021-06-06,33.17,72.42,1004.74,19.74,0.27,414.88,5.63,79.08
2021-06-07,38.55,55.33,1007.56,35.48,1.37,414.59,7.46,67.86
2021-06-08,36.29,62.91,1021.57,6.73,1.41,414.73,6.87,23.13
2021-06-09,33.07,76.09,1014.24,14.92,2.32,414.71,9.3,43.74
2021-06-10,34.49,78.29,1011.43,25.34,2.47,413.72,3.41,77.08
2021-06-11,29.96,75.89,1011.16,20.62,2.1,413.98,3.79,29.35
2021-06-12,31.74,82.57,1009.76,20.53,0.09,415.02,10.0,52.43
2021-06-13,38.87,68.58,1015.49,12.26,0.04,415.23,7.25,31.15
2021-06-14,41.37,61.14,1012.85,13.5,0.27,416.95,10.0,79.1
2021-06-15,39.61,65.85,1014.6,23.02,0.03,414.28,10.0,98.48
2021-06-16,38.13,71.81,1011.83,18.13,0.01,414.16,6.45,33.21
2021-06-17,31.82,59.39,1005.99,31.73,0.07,416.0,5.84,77.83
2021-06-18,38.41,53.89,1018.61,12.73,3.57,414.5,6.99,59.97
2021-06-19,37.95,46.49,1016.57,13.13,3.03,415.59,9.84,86.48
2021-06-20,39.62,72.64,1023.43,18.5,0.49,415.33,6.93,28.65
2021-06-21,39.47,64.15,1023.24,2.0,1.5,415.11,6.14,41.7
2021-06-22,36.55,79.47,1021.17,14.55,0.52,415.25,8.0,25.44
2021-06-23,40.4,75.16,1005.14,7.54,1.24,416.0,6.39,45.01
2021-06-24,36.89,66.1,1015.28,1.96,3.48,415.56,7.02,47.68
2021-06-25,31.75,50.7,1017.84,18.19,1.88,414.55,8.35,0.0
2021-06-26,38.85,62.19,1011.71,22.87,2.67,416.73,5.58,52.93
2021-06-27,36.24,52.16,1011.08,13.35,1.12,413.07,8.22,71.88
2021-06-28,39.54,72.97,1009.14,25.33,1.61,416.4,8.12,46.09
2021-06-29,36.52,73.3,1009.1,9.78,0.83,413.13,6.57,18.39
2021-06-30,35.63,78.21,1014.0,30.98,0.83,414.02,8.35,7.1
2021-07-01,43.56,59.53,1008.61,3.74,0.18,413.74,8.76,48.9
2021-07-02,38.66,61.58,1003.34,23.77,0.24,412.99,9.63,26.28
2021-07-03,38.54,55.15,1021.77,12.08,0.23,415.47,8.39,38.38
2021-07-04,34.19,56.16,1004.74,14.33,1.69,414.62,7.05,65.62
2021-07-05,35.86,71.89,1012.63,13.52,1.71,414.28,5.61,60.27
2021-07-06,36.82,59.46,1000.61,1.78,1.41,414.76,7.62,61.89
2021-07-07,36.96,31.59,1019.83,9.1,3.07,415.79,8.86,34.9
2021-07-08,31.83,37.42,1011.19,8.78,0.3,416.16,7.54,48.57
2021-07-09,36.73,44.03,1009.29,14.07,1.34,415.12,10.0,40.26
2021-07-10,37.09,68.95,1003.54,9.89,2.52,416.06,6.17,31.89
2021-07-11,35.91,53.15,1016.65,7.55,5.74,417.51,10.0,0.47
2021-07-12,33.58,80.67,1010.13,31.7,4.51,414.57,7.9,47.39
2021-07-13,40.17,41.27,1013.7,15.52,0.56,415.14,10.0,71.92
2021-07-14,32.58,75.53,1016.21,13.29,1.92,412.98,4.42,39.83
2021-07-15,34.75,61.03,1010.04,27.44,0.88,413.38,3.68,100.0
2021-07-16,40.81,43.85,1012.96,4.72,0.27,414.98,7.32,66.56
2021-07-17,31.44,71.6,1014.23,20.81,2.93,415.4,6.77,57.96
2021-07-18,35.35,48.98,1009.13,7.02,3.87,414.07,5.29,33.92
2021-07-19,36.5,47.78,1012.41,15.12,1.12,414.07,6.55,79.76
2021-07-20,37.43,63.42,1017.68,18.49,0.2,415.4,8.44,95.49
2021-07-21,33.98,59.9,1010.08,34.62,5.4,415.0,5.37,75.48
2021-07-22,36.1,61.42,1013.85,12.4,0.8,414.93,8.75,51.96
2021-07-23,34.6,44.42,1004.41,16.89,4.59,414.84,8.42,43.54
2021-07-24,36.57,50.7,1021.57,28.49,0.92,414.67,10.0,49.02
2021-07-25,37.61,41.56,1018.38,23.38,1.36,414.98,8.73,15.28
2021-07-26,33.08,50.25,1012.67,4.4,0.73,415.7,5.57,78.04
2021-07-27,31.68,46.35,1010.72,17.71,1.21,416.98,7.15,78.74
2021-07-28,35.04,50.77,1012.53,9.2,0.68,414.55,7.45,1.34
2021-07-29,30.1,66.27,1008.36,24.95,0.69,414.58,7.07,46.23
2021-07-30,31.03,51.45,1013.88,20.62,3.43,416.47,4.25,38.16
2021-07-31,42.07,57.52,1024.85,26.16,5.94,414.73,6.07,80.27
2021-08-01,33.07,66.71,1013.17,11.7,2.63,414.4,6.1,24.55
2021-08-02,30.55,36.8,1008.5,26.36,1.62,416.45,4.46,28.09
2021-08-03,34.94,52.09,1017.47,4.77,5.71,414.71,5.48,66.59
2021-08-04,35.96,43.54,1018.19,21.11,1.16,414.21,10.0,64.06
2021-08-05,28.99,68.62,1010.78,24.64,2.87,415.15,8.14,59.93
2021-08-06,35.33,52.48,1011.44,8.63,4.18,415.53,7.91,55.34
2021-08-07,31.8,50.36,1022.84,12.64,0.43,416.21,7.09,4.11
2021-08-08,36.45,49.39,1014.91,25.92,3.04,415.82,4.88,74.6
2021-08-09,31.44,54.41,1004.42,20.04,4.18,412.76,6.55,60.0
2021-08-10,38.89,29.79,1016.91,7.71,0.95,414.1,1.0,62.84
2021-08-11,26.59,38.51,1010.41,3.61,1.53,414.51,7.08,14.43
2021-08-12,33.14,37.65,1010.75,17.35,1.26,415.16,5.61,55.03
2021-08-13,26.47,54.71,1013.17,32.67,1.03,416.31,8.55,37.9
2021-08-14,35.19,43.84,1010.71,18.8,2.42,413.98,4.89,76.19
2021-08-15,28.5,37.92,1015.69,12.98,0.96,414.62,5.79,49.2
2021-08-16,27.65,34.37,1023.56,8.12,0.32,415.34,6.41,32.77
2021-08-17,26.85,49.33,1017.19,25.31,0.04,413.89,6.81,93.26
2021-08-18,24.17,47.36,1022.59,12.17,4.31,414.64,8.25,70.67
2021-08-19,26.22,45.4,1001.61,14.01,0.39,414.63,5.97,100.0
2021-08-20,22.29,43.15,1021.63,15.97,1.63,414.82,8.3,28.23
2021-08-21,30.23,29.41,1016.94,16.28,1.52,413.78,7.43,38.38
2021-08-22,26.78,49.19,1021.91,13.02,1.51,413.38,5.09,65.27
2021-08-23,30.62,38.84,1014.1,22.82,0.2,414.9,9.03,39.92
2021-08-24,25.55,23.58,1019.3,19.93,0.07,413.75,7.74,17.86
2021-08-25,25.94,23.38,1011.09,14.74,6.18,414.48,8.59,83.73
2021-08-26,32.87,48.37,1013.06,7.15,2.39,416.18,7.62,55.21
2021-08-27,28.13,20.84,1016.19,24.23,4.43,413.47,9.63,49.61
2021-08-28,26.77,41.15,1005.34,5.97,2.53,414.28,5.21,21.44
2021-08-29,29.68,37.97,1015.44,1.12,3.13,413.88,4.83,50.74
2021-08-30,27.14,57.75,1009.33,3.81,1.38,413.79,5.52,43.56
2021-08-31,28.73,36.63,1015.53,16.0,2.97,414.63,6.94,84.11
2021-09-01,30.72,34.34,1007.8,21.54,4.67,415.42,8.62,52.9
2021-09-02,29.25,39.9,1006.32,13.61,2.71,414.32,3.85,23.69
2021-09-03,31.39,44.79,1012.36,10.93,0.34,414.36,7.63,18.91
2021-09-04,31.11,41.64,1011.3,14.89,1.39,414.58,5.38,40.21
2021-09-05,32.59,31.13,1013.81,26.96,1.78,414.36,5.19,37.64
2021-09-06,25.9,42.88,1005.31,20.18,0.44,415.09,9.2,62.3
2021-09-07,22.92,45.6,1018.36,8.17,0.1,415.71,5.06,44.17
2021-09-08,31.99,32.78,1020.72,12.31,1.73,413.88,2.86,52.23
2021-09-09,26.07,41.46,1017.73,10.58,1.61,413.23,6.19,28.13
2021-09-10,22.69,20.73,1007.1,13.06,1.61,416.15,8.52,29.01
2021-09-11,31.17,42.57,1009.64,20.3,2.51,414.43,9.23,0.0
2021-09-12,24.84,27.72,1014.17,11.63,0.51,415.63,6.57,0.0
2021-09-13,24.61,32.17,1015.66,8.56,2.94,416.8,6.37,33.97
2021-09-14,27.8,35.22,1010.36,13.38,3.06,416.65,8.24,86.39
2021-09-15,29.47,26.64,1015.22,21.81,0.62,416.01,8.3,45.11
2021-09-16,27.84,40.44,1008.11,9.16,0.63,415.7,7.67,16.67
2021-09-17,25.29,43.89,1019.5,20.34,8.54,415.55,5.68,24.58
2021-09-18,24.34,54.1,1011.18,32.61,10.66,412.94,10.0,14.22
2021-09-19,21.83,24.25,1014.86,16.33,1.56,414.77,7.3,50.27
2021-09-20,21.07,36.89,1013.06,15.82,1.7,413.27,7.42,65.38
2021-09-21,27.47,38.88,1009.84,19.8,0.28,415.64,10.0,67.03
2021-09-22,27.65,30.21,1013.43,10.74,3.0,415.7,7.11,53.14
2021-09-23,22.13,63.35,1005.96,4.62,2.02,415.81,9.27,49.29
2021-09-24,20.56,38.92,1020.29,27.31,2.17,415.21,8.78,44.89
2021-09-25,23.78,44.54,1017.08,19.82,3.92,414.36,7.7,77.65
2021-09-26,23.59,52.15,1004.22,32.75,7.22,415.06,7.21,34.05
2021-09-27,24.14,51.32,1013.57,8.65,0.81,415.19,6.62,68.82
2021-09-28,24.25,46.09,1017.81,10.61,1.45,414.16,5.33,33.0
2021-09-29,21.58,41.93,1012.2,10.56,2.55,412.9,9.99,0.67
2021-09-30,26.69,47.21,1014.6,10.82,0.7,415.5,6.1,55.86
2021-10-01,25.43,48.53,1010.53,17.27,0.63,415.94,8.02,24.6
2021-10-02,22.36,48.2,1013.57,23.69,0.0,414.66,8.28,43.24
2021-10-03,23.95,31.77,1016.52,14.38,0.07,413.32,6.0,56.99
2021-10-04,26.09,46.5,1024.56,14.06,3.81,414.13,5.7,41.83
2021-10-05,28.97,36.98,1014.8,19.33,1.4,413.74,8.94,29.71
2021-10-06,19.25,40.95,1004.21,19.72,0.56,412.16,4.17,33.93
2021-10-07,21.26,29.94,1017.3,21.48,0.55,415.48,4.11,34.9
2021-10-08,30.61,35.25,1027.93,28.67,0.06,415.52,5.84,59.98
2021-10-09,18.35,37.81,1019.43,14.54,1.5,413.58,9.6,9.69
2021-10-10,24.8,21.31,1016.15,13.34,0.2,416.32,9.66,46.99
2021-10-11,17.96,35.45,1005.56,6.0,0.1,414.48,10.0,81.38
2021-10-12,23.88,44.83,1014.5,17.44,0.2,415.16,6.32,50.06
2021-10-13,20.84,35.87,1009.55,18.74,1.22,415.3,8.54,57.48
2021-10-14,23.73,48.12,1011.5,19.2,0.05,413.25,7.63,12.88
2021-10-15,23.17,54.06,1012.13,25.88,1.17,415.69,2.01,0.0
2021-10-16,17.66,42.18,1020.66,5.99,0.02,414.15,4.11,61.12
2021-10-17,22.28,31.36,1018.6,21.44,0.35,415.51,9.31,28.49
2021-10-18,18.93,34.23,1012.57,15.48,0.41,415.32,6.92,100.0
2021-10-19,21.01,37.17,1009.85,28.1,0.71,414.29,5.61,39.95
2021-10-20,17.4,44.04,1014.56,25.71,0.64,413.24,5.69,37.23
2021-10-21,20.68,44.41,1008.06,20.78,0.15,412.99,7.27,36.93
2021-10-22,18.09,32.19,1012.91,8.61,0.7,415.22,7.65,64.51
2021-10-23,23.78,41.21,1021.19,22.26,2.52,415.61,4.36,36.04
2021-10-24,19.86,50.27,1022.64,11.13,0.32,415.06,6.66,67.87
2021-10-25,23.7,47.42,1013.51,26.98,0.98,415.89,6.5,29.97
2021-10-26,16.88,27.45,1010.79,17.49,0.9,414.79,10.0,74.45
2021-10-27,12.43,36.35,1003.94,7.39,0.34,416.26,1.37,51.04
2021-10-28,16.02,35.15,1010.14,30.41,0.65,413.9,6.35,99.63
2021-10-29,14.65,28.28,1012.58,33.03,0.95,414.94,7.14,58.56
2021-10-30,16.31,39.88,1014.85,16.42,0.72,415.35,5.74,32.33
2021-10-31,15.17,43.49,1007.6,5.58,0.09,415.61,5.75,55.63
2021-11-01,19.1,35.03,1011.28,21.92,0.77,415.15,3.99,74.89
2021-11-02,16.15,43.91,1018.82,22.41,1.68,416.81,7.8,35.06
2021-11-03,20.37,44.1,1004.41,21.9,0.32,414.59,7.72,83.36
2021-11-04,16.45,54.76,1010.36,21.22,0.39,414.87,4.03,21.43
2021-11-05,15.75,50.17,1012.26,15.25,0.35,414.83,9.31,79.06
2021-11-06,19.61,45.43,1001.02,9.57,0.19,412.83,5.18,58.92
2021-11-07,18.04,67.21,1011.14,11.41,0.28,416.06,3.49,18.28
2021-11-08,15.41,42.58,1007.93,17.71,0.37,414.82,10.0,39.38
